Income,LoanAmount,Age,CreditScore,EmploymentYears,Loan_Status
47340,65424,51,759,12.5,0
90201,31575,47,757,3.9,0
87393,311408,24,577,6.4,1
25084,124765,64,716,4.1,0
67552,55778,28,692,5.0,0
60099,345124,23,713,5.1,0
56575,129391,21,653,11.5,0
83840,179641,29,676,1.2,0
91924,205314,53,771,5.5,0
87969,122366,51,768,2.7,0
92891,160594,41,714,10.1,0
86692,157111,34,631,7.0,1
67544,155265,37,751,0.0,0
92199,89990,54,784,0.7,0
87264,28831,42,696,8.5,0
87430,243490,42,759,13.2,0
41002,194187,53,789,5.9,0
74006,79871,29,814,2.9,0
70506,153529,36,728,4.4,0
92820,105891,28,789,0.0,0
65631,230706,37,783,12.7,0
57245,328800,46,677,5.0,0
76968,248296,46,699,0.0,0
63803,138629,45,689,6.0,0
91217,251581,24,782,0.0,0
53685,137574,21,650,16.1,0
94082,440051,36,759,4.2,0
39709,230270,38,676,11.1,0
81839,149497,33,701,7.8,0
70658,253987,57,698,10.9,0
76430,200280,42,680,4.9,1
55445,57480,32,698,4.9,0
69467,120860,36,667,8.1,0
75101,181962,44,689,6.4,0
94632,69251,23,699,6.8,0
97676,222754,55,741,4.8,0
54493,264291,62,774,6.2,0
35836,87042,21,727,7.4,0
54827,305172,39,687,4.9,0
50426,81609,43,681,11.3,0
34183,178709,37,692,7.4,0
56631,223834,28,645,12.5,0
61124,248292,50,802,10.1,0
77886,233627,33,715,11.7,0
133982,316893,44,668,5.5,0
61602,154818,32,796,7.6,0
97558,235236,35,674,5.5,1
41357,279556,38,771,9.4,0
93629,283847,34,728,5.5,0
81624,196168,39,638,9.1,0
51335,20000,54,680,9.7,1
69654,221075,31,783,5.2,0
78238,154652,43,683,3.0,0
60654,192569,50,775,12.9,0
58930,292167,46,692,1.3,0
65814,267125,41,784,4.5,0
74973,204917,32,635,11.0,0
51434,238117,40,723,0.4,0
57842,178454,25,649,4.2,1
71919,154123,46,820,5.1,0
72336,215562,21,682,1.3,0
80318,237983,50,644,0.0,0
72117,250088,40,753,11.3,0
48992,226949,34,701,0.0,0
43991,38032,23,646,2.8,1
87582,210351,26,693,9.2,0
73536,137785,37,643,12.2,0
80623,138311,22,693,9.7,0
78014,191319,42,753,19.9,0
63897,189134,47,783,3.2,0
82731,228883,21,712,7.4,0
51090,240959,45,643,12.1,0
62846,164059,49,658,11.3,0
66395,265325,42,693,12.8,0
83569,183920,43,752,9.3,0
68596,235785,29,724,11.0,0
50730,190803,47,813,2.1,0
39688,230076,34,727,15.9,0
70915,155384,64,682,1.7,0
76428,214656,29,719,10.5,0
50245,20000,37,744,7.3,0
82020,236441,29,718,4.1,0
114081,70596,41,720,10.8,0
64475,184719,34,676,9.0,1
74524,262761,47,806,9.5,0
60583,124725,35,728,5.6,0
116893,249068,21,735,15.5,0
61259,163658,40,736,5.2,0
65203,225513,35,582,3.4,0
79183,176066,37,608,5.6,0
51807,174864,21,726,1.8,0
69164,134160,30,728,6.1,0
94739,130762,34,801,6.1,0
85600,200591,27,675,6.8,0
40389,199039,41,756,5.8,0
66511,177879,21,751,0.0,0
52255,169800,47,723,9.8,0
106087,113966,36,728,10.4,0
83442,227940,45,790,6.5,0
42028,133027,28,778,5.7,0
96310,342456,39,812,14.2,0
87132,281433,27,805,16.2,0
31564,172819,49,777,10.5,0
74486,148993,33,681,11.4,0
73440,251026,34,691,9.5,0
87279,167994,44,750,4.9,0
61831,211732,35,749,6.9,0
35271,201055,45,683,10.8,0
48915,298029,31,703,4.5,0
96169,246420,44,776,13.8,0
73734,228153,47,647,5.0,0
63613,228767,35,694,16.7,0
45296,131750,37,601,11.4,0
46872,92826,21,688,8.8,0
37418,233929,39,713,12.6,0
61114,150332,43,713,9.7,0
89159,20000,44,719,11.7,0
15434,131079,51,734,10.2,0
55993,82478,27,742,10.4,0
36039,20000,41,718,0.1,0
51709,144027,45,811,10.4,0
90987,191603,26,766,10.6,0
96487,148443,26,719,17.3,0
90906,121524,37,712,12.8,0
63385,160095,21,633,13.9,1
54515,126110,40,683,14.0,0
83157,323418,37,674,5.6,0
52131,348099,28,716,15.1,0
50832,241642,36,787,3.9,0
103735,361841,41,614,6.2,0
46345,235143,40,793,4.0,0
98623,106725,36,691,3.7,0
49029,36416,46,658,7.8,0
77086,192157,52,793,6.0,0
61257,228696,50,744,7.7,0
63028,129495,46,692,9.4,0
51790,82136,35,682,1.9,0
86136,121671,35,681,8.2,0
92329,47656,51,762,1.5,0
98713,191761,30,727,13.0,0
46456,259264,39,651,2.6,1
98080,217757,29,756,14.6,0
90309,181901,30,717,9.7,0
20417,166238,65,802,6.3,0
74401,112455,32,754,9.4,0
93147,216717,48,705,17.5,0
75876,122568,32,640,5.9,0
54688,78974,42,639,10.8,0
31111,320296,21,672,12.7,0
45970,231039,29,760,11.1,0
81177,221024,29,715,4.6,0
37439,160402,29,654,3.7,0
57142,98815,35,754,4.0,0
77798,106242,27,764,9.3,0
53854,121747,23,827,12.2,0
44024,24021,42,760,0.0,0
44184,278759,22,748,7.2,0
92656,74475,33,729,9.0,0
59534,176258,28,691,4.6,0
51882,81497,44,729,3.4,0
25447,171040,29,626,11.1,0
107195,184282,35,643,5.8,0
52655,278125,40,726,7.0,0
81903,80632,35,722,4.1,0
94604,276460,40,756,7.4,0
61628,303019,35,729,10.4,0
46348,205064,35,744,4.8,0
37481,293802,48,732,11.2,0
79273,80192,31,772,4.1,0
93687,197059,50,719,9.6,0
62592,184445,51,730,12.2,0
70986,197365,39,702,5.5,0
60323,283861,44,653,11.6,0
58486,291736,53,650,5.4,0
103195,235990,38,655,18.3,0
78054,62722,30,720,0.7,0
60076,151667,35,695,0.0,0
61966,163296,39,725,10.4,0
58363,197601,25,732,1.9,0
52044,235768,41,742,12.7,0
72546,216606,32,666,0.9,0
31368,242911,38,625,10.8,0
40353,233944,47,745,15.4,0
52418,149623,32,756,5.6,0
77348,225443,59,795,6.2,0
48206,228551,26,726,7.2,0
103570,402751,21,816,4.6,0
54288,182776,37,685,11.0,0
64495,175642,49,800,7.8,0
86906,264318,32,666,8.8,0
50030,269930,21,593,6.8,1
101440,235548,47,709,3.4,0
66320,104014,23,723,5.3,0
77458,140922,26,775,9.1,0
64259,162022,39,667,12.4,0
69917,193230,36,694,5.7,0
55257,219584,47,639,0.0,0
59041,103619,31,779,6.4,0
61251,146288,43,709,7.9,0
74302,153770,31,718,4.8,0
39750,227004,29,742,7.1,0
79743,228543,25,716,0.0,0
76212,314174,51,668,0.0,1
97774,244991,30,686,4.8,0
64897,20000,49,694,8.0,0
73695,168534,51,637,2.1,0
54176,293311,48,811,12.1,0
105274,73351,33,702,10.5,0
47443,309999,43,734,6.4,1
72882,248153,46,688,0.0,0
114286,222950,32,728,9.3,0
88809,241848,44,758,9.2,0
24715,169326,29,647,8.0,1
66501,260079,24,726,17.0,0
75318,136686,38,686,12.7,0
42734,208134,29,721,3.1,0
108562,227655,45,630,8.3,1
25535,201248,21,770,8.1,0
92438,296824,41,789,8.8,0
68822,254758,38,727,6.0,0
44932,72687,41,667,11.2,1
86367,155952,32,775,0.0,0
50976,188068,44,671,0.3,1
125123,216167,53,680,6.6,0
82443,181048,26,638,17.0,0
82314,213960,39,632,11.7,0
69729,212469,34,753,10.3,0
33281,133010,26,709,9.6,0
19837,241488,38,728,7.9,0
82792,286295,27,646,6.7,0
92391,190554,51,689,5.4,0
45357,38977,21,671,7.7,0
62218,110643,41,766,10.6,0
82327,235099,41,820,9.7,0
37890,20000,38,707,7.7,0
96938,156028,35,681,6.7,0
81300,192914,54,734,7.4,0
69933,164866,42,777,3.6,0
115638,172173,30,767,11.1,0
79583,20000,46,666,10.5,0
81340,167615,40,651,11.2,0
59354,369570,44,732,0.0,0
60954,152417,23,706,5.7,0
54379,158061,49,672,0.0,0
48982,230925,34,606,6.0,0
95045,186233,41,786,12.2,0
45418,105906,42,777,9.2,0
67268,150346,21,575,3.8,1
48689,233162,44,693,3.6,0
74203,269491,45,728,6.3,0
71150,170237,26,751,5.2,0
48961,213592,39,730,11.6,0
81674,355134,38,757,9.7,0
47789,150238,21,678,4.0,0
71269,195470,32,790,10.4,0
15000,203581,33,686,7.4,0
86479,134553,26,678,2.9,0
85878,178255,37,748,15.1,0
108461,161490,23,659,4.6,0
85983,285983,29,711,8.5,0
35947,122541,42,784,5.8,0
34307,354136,50,706,11.0,0
93885,20000,37,632,2.8,0
108721,271850,39,673,11.9,0
22686,142169,38,686,0.0,0
63501,210997,31,724,8.7,0
64811,197366,40,646,6.9,1
59035,187206,40,636,1.1,0
72320,88078,38,756,13.1,0
86759,228532,42,724,6.3,0
116261,311553,28,770,1.1,0
73416,352622,48,656,8.8,1
63712,302512,58,686,17.1,0
76379,20000,35,691,8.1,0
42572,133149,30,796,6.8,0
68564,213033,21,717,5.0,0
76369,244915,38,680,7.8,0
63996,190364,35,702,3.1,0
43704,231990,50,686,2.9,0
60419,199810,45,634,7.4,0
60275,185927,57,723,1.5,0
42336,241957,38,645,10.7,1
38462,221312,24,778,6.9,0
39051,126428,37,716,0.0,0
85291,156725,24,732,0.0,0
51233,232834,41,645,15.1,0
50719,376234,33,693,12.3,0
108930,252742,39,662,0.3,0
48932,170396,41,655,6.3,1
102935,95227,49,681,1.9,0
103799,116943,47,690,0.0,0
63499,110607,32,722,14.6,0
80510,149107,30,698,7.8,0
41081,102895,47,709,1.4,0
40432,95489,21,624,6.0,1
87616,158441,37,736,5.2,0
105035,236818,60,637,5.3,0
84025,236833,35,718,3.6,0
60643,84506,27,743,12.8,0
60399,219635,21,762,2.4,0
69514,245218,31,672,3.1,0
94379,209619,36,793,1.1,0
57181,20000,27,775,3.0,0
63123,199393,37,808,17.1,0
84967,161710,39,741,10.4,0
95785,210283,37,675,0.6,0
64317,241365,34,725,10.4,0
58818,208823,56,663,1.2,0
57348,204898,34,678,3.8,0
90248,153899,35,758,8.9,0
75178,246854,47,721,0.0,0
51944,245369,44,803,0.0,0
114196,167630,34,724,8.9,0
84355,241059,32,673,9.9,0
74784,291239,57,735,15.4,0
69903,115896,52,750,12.3,0
51287,193424,29,630,8.3,1
33377,267530,38,764,7.4,0
92577,170698,55,773,5.7,0
56505,252207,45,735,6.3,0
57747,153837,21,850,5.7,0
65587,216834,21,659,9.8,0
57846,321377,35,786,6.2,0
92828,190711,30,650,4.9,1
41817,72142,51,736,9.7,0
60753,237447,31,750,9.9,0
35792,155056,33,681,9.2,0
50503,82095,21,804,5.5,0
59319,189368,49,662,10.5,0
98168,222374,32,724,3.6,0
62781,284161,42,713,3.7,0
77360,20000,22,787,4.8,0
46551,208287,25,686,5.5,0
66091,384354,33,738,1.5,0
67296,146048,55,723,0.0,0
15025,226997,28,672,11.1,0
58720,154351,36,728,6.4,0
103003,195919,50,685,4.5,0
55177,128918,39,768,17.1,0
100228,112119,32,744,4.6,0
87777,171726,45,655,10.4,1
37482,115310,50,695,9.5,0
51667,186964,21,601,0.0,1
26705,71517,52,716,4.8,1
68741,211373,52,742,13.3,0
116929,56509,21,701,7.3,0
104503,163253,25,719,8.8,0
70301,108770,36,773,7.4,0
66893,192683,59,724,2.5,0
119946,119170,48,686,10.6,0
46804,171087,30,620,14.0,0
85248,85147,55,799,8.7,0
29558,86963,40,685,4.6,0
30226,260593,35,782,7.8,0
46089,149036,35,685,10.2,0
56915,89759,53,685,5.1,0
72364,157623,39,755,0.0,0
84665,71594,24,708,8.6,0
46459,102569,42,713,0.0,0
83012,177854,27,679,13.6,0
126407,132102,43,697,17.0,0
54713,226149,44,745,9.9,0
72145,272383,51,672,6.5,0
84828,197698,33,680,0.7,0
99814,201202,29,723,7.2,0
18970,110045,35,787,8.0,1
62023,152279,54,617,10.3,1
121011,129327,44,721,9.0,0
15000,180871,29,686,8.2,0
61788,161338,33,741,9.9,0
88075,98881,28,716,10.6,0
54077,99836,28,716,1.6,0
87888,152474,29,637,1.0,1
56852,195329,33,785,14.6,0
93881,301853,33,694,15.7,0
92021,83155,21,634,7.3,0
62043,156390,36,653,8.8,0
88697,179313,25,702,9.4,0
51875,121120,28,676,15.1,0
105079,117790,48,742,3.3,0
102900,231793,40,710,0.0,0
121744,218708,44,668,10.1,0
112534,86309,45,693,13.4,0
90245,175080,25,799,3.8,0
53396,146951,21,736,6.9,0
107384,230149,33,707,0.0,0
92347,184504,40,734,10.3,0
53487,140304,38,679,1.7,0
65785,20000,21,689,4.6,0
69633,181179,36,772,20.7,0
41691,248017,28,683,5.3,0
53077,242057,42,726,6.8,0
96646,369548,37,763,11.9,0
85481,83937,30,765,12.8,0
129346,185735,39,675,2.1,0
41323,20000,43,585,12.3,1
69776,198313,34,660,11.2,0
64566,185085,27,800,8.8,0
85448,243573,36,724,3.8,0
63943,208674,42,754,10.8,0
43183,221257,43,715,1.6,0
55192,210861,39,699,6.5,0
101152,84947,22,751,11.7,0
56323,296053,32,708,3.5,0
76398,149386,58,730,13.2,0
68376,217627,36,725,11.0,0
52976,241449,38,693,0.7,0
83118,381931,47,751,10.4,0
92448,71303,41,777,14.6,0
92447,204503,32,682,12.4,0
72001,167258,34,654,9.6,0
94446,173850,55,766,11.9,0
39246,196761,43,731,0.0,0
59937,121539,38,674,9.8,0
65874,361945,25,753,12.7,0
70872,238159,21,708,10.5,0
112780,237283,32,788,0.6,0
49412,193146,51,676,7.9,0
48523,74518,34,724,4.3,1
58733,37402,30,713,5.2,0
91943,234525,61,645,3.2,0
79589,226449,33,676,0.0,0
114124,83448,50,648,15.1,0
65939,330892,65,841,15.9,0
81894,224890,40,666,9.9,0
86553,158008,25,771,5.6,0
42994,163933,33,667,8.2,0
61587,133436,22,659,3.6,1
64407,104148,42,666,1.8,0
86383,81727,21,728,4.2,0
122213,244392,57,642,14.3,0
55834,163547,33,828,10.3,0
83750,216745,57,692,0.0,0
63784,169740,45,707,4.6,0
48903,136364,48,662,13.1,0
58277,255907,39,796,11.8,0
69992,283023,30,619,6.0,1
82927,206821,38,750,9.6,0
86709,278996,25,753,0.0,0
67012,195308,49,718,20.7,0
48150,138779,40,737,3.4,0
43886,139676,21,718,14.6,0
52154,388484,35,731,1.9,0
26037,178415,28,696,6.9,0
55367,182347,48,694,9.7,0
66224,385330,29,732,9.8,0
24200,106878,29,707,3.6,0
53107,193081,30,700,0.0,0
62637,105129,21,652,4.3,1
96310,86282,27,680,12.8,0
67488,147317,48,833,16.5,0
118650,216748,52,734,10.0,0
97722,141947,35,799,4.2,0
64461,250288,49,664,1.6,0
42527,89605,41,732,3.1,0
35052,201851,30,641,2.0,1
62366,20000,48,701,6.1,0
50216,248131,58,712,6.6,0
89494,182963,38,703,3.8,0
104961,137371,41,720,8.8,0
26945,219124,42,617,3.5,1
107483,299830,37,697,17.5,0
122563,236947,27,746,8.3,1
75420,266500,49,795,9.5,0
48233,141567,33,694,3.5,0
77346,152056,58,688,9.5,0
72304,218231,40,817,12.6,0
90901,291468,33,702,9.2,0
61695,282640,50,776,10.4,0
82561,248969,37,758,9.0,0
69083,335812,39,685,8.2,0
39176,228491,35,761,13.4,0
73117,300244,31,659,10.4,0
61017,205933,46,710,2.8,0
61712,158208,43,725,11.3,0
43979,240217,35,742,10.6,0
112930,139240,32,720,12.4,0
77615,153664,28,822,12.1,0
78197,347769,38,828,17.0,0
59465,175938,27,730,4.6,0
39255,93778,34,772,13.2,0
36475,200459,21,793,6.3,0
61027,275141,36,731,15.0,0
84178,140919,29,724,8.2,0
91591,209962,21,773,8.4,0
46640,170921,24,719,13.6,0
15000,245318,39,726,0.0,0
85471,160068,27,794,4.8,0
53533,308287,37,809,3.8,0
82457,34594,39,652,8.4,0
84007,20000,21,739,9.0,0
81861,264803,32,694,7.7,0
66595,234747,33,710,0.4,0
123834,263973,21,706,7.1,0
32481,315271,49,711,0.0,0
33804,172629,31,735,11.8,0
19355,53318,41,680,7.0,0
62663,129740,45,660,10.6,0
70923,242860,28,718,0.0,0
29926,218471,48,649,15.8,0
92527,255080,54,668,8.7,0
107067,97503,53,791,9.1,0
81672,353955,34,850,1.2,0
77737,110156,26,727,3.2,0
15000,202062,34,686,0.0,0
62929,156403,53,692,10.5,0
66800,138606,29,716,12.0,0
97441,159956,24,692,0.0,0
52946,124768,34,578,15.3,0
96736,296235,32,784,12.7,0
91404,332813,34,737,3.1,0
88158,201454,59,778,10.9,0
75485,194205,21,663,6.6,0
15000,121098,29,686,6.1,0
77777,112799,28,822,11.9,0
102568,255306,41,739,14.1,1
89501,44415,41,749,9.1,0
98794,60964,44,752,4.3,0
35261,193789,39,647,9.7,1
46984,157833,37,732,9.2,0
59339,110448,39,713,8.3,0
86434,207014,37,692,10.9,1
80165,20000,33,829,14.5,0
87636,175020,36,761,12.6,0
72162,35799,39,652,5.5,0
71897,95494,52,695,11.8,0
26072,209227,34,613,4.6,1
34480,278622,22,650,0.7,1
81955,180540,35,760,8.4,0
21452,302665,40,753,12.3,0
67438,120694,35,846,1.0,0
62827,226556,43,667,16.9,0
103826,164747,36,738,4.8,0
80607,278042,47,670,4.6,0
94673,322802,43,611,13.9,0
77599,137254,50,694,3.2,0
95516,28294,42,754,12.3,0
86989,39930,42,692,9.7,0
46554,299154,43,647,8.9,0
68798,150420,43,717,1.0,0
53664,201114,41,725,9.8,0
85771,152926,37,744,9.1,0
81124,226354,43,634,10.4,0
55357,254077,32,732,6.8,0
82007,194640,35,742,13.5,0
45544,301190,50,746,3.9,0
71608,68748,29,751,5.3,0
72078,158404,34,679,10.6,0
68866,113383,39,725,6.0,0
30458,123638,52,725,7.8,0
99524,107203,49,749,10.3,0
28176,233796,21,708,5.0,0
71980,130520,29,687,6.4,0
62074,72162,36,577,7.7,1
28484,108482,47,704,5.3,0
96374,183748,54,683,5.7,0
55237,192987,33,707,8.7,0
82922,248244,33,771,9.8,0
78835,154492,36,767,9.6,0
57334,164247,40,670,5.4,0
37045,77532,30,717,5.4,1
34966,142291,42,762,13.7,0
60465,166058,42,617,13.4,0
109731,106028,51,795,7.7,0
79772,137196,50,712,4.1,0
98109,233223,37,692,1.8,0
61386,224848,21,601,6.7,1
56257,170295,21,732,11.6,0
71455,167889,42,675,9.0,0
68112,149577,42,727,2.6,0
26919,33697,49,733,17.2,0
76175,20000,21,697,9.2,0
43469,90072,26,745,8.8,0
33896,150808,40,644,4.8,1
71270,290679,43,697,10.8,0
80063,297836,45,673,8.6,0
70746,119440,44,694,10.6,0
71719,231350,31,562,7.8,0
70999,183020,22,768,3.4,0
61573,109006,37,701,7.1,0
60812,218774,42,744,6.5,0
73663,172409,31,677,13.8,0
83477,166034,35,688,12.5,0
62331,208487,40,738,6.9,0
21061,67871,33,644,9.6,1
71150,245798,32,783,9.6,0
64217,243665,41,693,6.2,0
64480,196972,42,679,0.0,1
62399,240224,65,743,10.6,0
56279,163505,34,779,4.2,0
102079,110875,30,754,4.9,0
48919,180117,29,850,8.0,0
116419,115906,41,682,5.3,0
44642,142742,52,654,10.0,1
61812,121186,30,733,13.7,0
86525,138725,35,666,13.4,0
105527,84908,23,688,6.4,0
89013,75812,29,775,11.3,0
105838,137102,31,719,7.3,0
87782,51795,28,708,6.0,0
54737,75872,53,811,4.3,0
96724,81588,21,782,14.1,0
20959,129584,27,742,7.2,0
87424,81370,44,717,12.1,0
86161,272193,22,753,9.4,0
93533,197262,52,729,1.4,0
54198,136033,38,679,7.3,0
53497,323388,34,719,12.1,0
39188,212463,23,762,7.6,0
67918,78765,23,784,4.1,0
57419,207596,47,739,8.2,0
48007,180413,30,723,8.3,0
27947,260574,35,770,8.8,0
65743,49981,36,742,9.5,0
62273,132996,43,716,5.5,0
78558,254178,65,721,1.2,0
44371,95127,49,709,7.7,0
35439,90590,48,633,8.4,0
66488,159599,23,778,5.0,0
99273,48686,32,726,2.5,0
119257,135759,31,705,5.1,0
59703,181100,27,611,9.3,0
57633,131475,46,722,0.0,0
20358,260069,48,601,14.1,1
79793,145655,50,719,8.8,0
53419,240737,44,682,6.4,0
54862,117787,28,742,0.0,0
63851,157484,36,698,10.1,0
94387,286351,46,796,7.8,0
75424,49981,37,786,6.2,0
85312,109401,40,808,8.2,0
110773,230896,49,748,1.2,0
52027,113791,65,769,5.3,0
87455,146699,41,716,5.4,0
60049,211268,24,693,10.0,0
44838,133926,45,695,11.1,0
72239,255201,41,811,11.3,0
99681,128614,42,707,8.6,0
85967,201910,29,696,10.4,0
49812,301292,41,687,5.6,0
42874,272849,29,782,3.0,0
65345,248231,30,706,6.9,1
66841,142120,44,684,4.1,0
39287,269753,21,767,0.0,0
88483,46444,44,636,0.0,0
54765,179998,26,626,8.6,0
57479,134465,33,752,15.3,0
98834,204553,27,685,10.0,0
63200,202698,41,709,6.7,1
92514,105909,33,757,7.8,0
79229,214993,29,757,5.8,0
103489,250924,43,686,13.9,0
31515,312034,38,645,5.9,0
95008,82975,30,790,10.5,0
90861,98905,32,663,10.0,0
71190,218401,48,687,9.4,0
65854,54066,51,716,7.5,0
69952,206793,45,681,12.9,0
23039,207439,49,721,8.8,0
108792,119857,44,738,10.7,0
64095,159282,45,736,3.9,0
81008,68225,36,738,3.6,0
107608,116867,50,681,0.0,0
58666,212858,31,713,10.8,0
67624,152123,51,769,6.5,0
75028,114591,47,719,8.4,0
91307,369539,48,804,11.1,0
63889,20000,41,754,0.9,0
27742,121270,29,719,9.2,0
34277,84558,44,683,5.8,0
67063,185679,33,776,8.3,0
35832,86026,47,709,13.6,0
23334,273620,38,735,3.8,0
83749,89153,32,769,4.8,0
93039,181143,55,753,10.8,0
71590,219837,39,742,2.8,0
81564,198112,42,807,12.5,0
58068,20000,32,812,12.7,0
86779,153239,58,702,7.8,0
36080,180307,21,734,0.0,0
108120,297652,39,720,16.9,0
51399,95787,57,796,9.4,0
51770,184292,38,737,2.5,0
39848,144973,36,584,11.3,1
50434,168573,41,802,9.7,0
43195,176072,46,681,8.7,1
41302,194844,35,763,16.9,0
64257,20000,38,820,8.5,0
62853,252200,24,797,9.0,0
57804,101097,37,726,0.0,0
86931,92538,37,680,10.5,0
94341,77612,43,603,10.4,1
58886,205053,21,785,9.7,0
100789,234473,32,658,15.2,0
27257,212783,40,729,1.8,0
71954,239439,50,767,9.6,0
86910,165523,26,702,5.8,0
75736,53700,46,784,15.3,0
77924,184759,42,631,12.3,0
58285,35564,46,720,10.4,0
84093,134757,30,769,0.7,0
83235,67214,45,699,7.1,0
59428,157723,30,688,17.6,0
87567,116341,39,737,10.5,0
90525,174110,37,717,5.7,0
46212,97112,44,793,5.9,0
75985,107957,49,713,7.2,0
68823,112200,21,747,0.5,0
70422,254493,41,713,4.4,0
78973,222449,47,703,13.2,0
73109,245579,37,688,1.2,0
58621,183890,35,735,5.0,0
47533,104679,39,653,9.1,0
45780,128349,47,635,5.3,0
123302,159677,21,787,13.7,0
88758,162248,44,726,1.4,0
84684,188844,46,714,10.2,0
54223,186318,37,788,7.4,0
74213,152495,41,795,13.4,0
102026,165657,27,708,3.2,0
83965,351708,33,769,13.3,0
40420,228838,45,651,4.1,1
56807,127181,25,762,8.8,0
55393,233818,44,527,6.1,1
54095,141523,30,829,8.2,0
76626,161780,21,687,1.6,0
52507,302986,55,645,3.7,0
90262,207756,44,752,1.8,1
86167,219127,37,681,6.7,1
69645,99266,65,669,9.9,0
52523,101854,52,760,7.3,0
74129,258453,28,712,12.4,0
40931,178278,49,742,2.2,0
57104,123835,27,753,2.4,0
63230,256766,42,740,4.1,0
70157,274929,33,741,10.5,0
54950,176909,42,708,5.9,0
72792,298985,55,674,4.2,0
82071,245295,34,768,0.7,0
68058,301274,46,653,0.0,0
74158,229899,22,681,0.9,0
67620,48164,31,775,3.2,0
89564,177091,21,784,7.4,0
112429,61775,43,805,9.1,0
44586,149420,24,715,9.4,0
73226,230891,46,717,4.6,0
55333,256580,36,614,0.5,1
66408,210495,39,654,5.7,0
62063,281247,21,604,10.1,0
51658,220187,29,739,4.1,0
72968,231757,36,839,11.2,0
98373,283969,43,702,11.6,0
52542,27579,38,756,2.2,0
51305,263355,40,759,3.7,0
34940,132450,36,671,9.4,0
48283,189684,37,717,7.6,0
99143,267909,48,663,3.2,0
115013,376172,26,696,13.2,0
102245,63766,43,684,6.8,0
78961,204885,39,700,0.0,0
72994,301682,43,672,4.9,0
90907,384935,30,702,7.2,0
66323,227533,45,748,4.0,0
72711,26119,37,682,6.0,0
24316,224796,57,744,14.7,0
122171,94902,50,682,10.6,0
78356,283943,24,755,15.9,0
100734,208844,48,674,6.1,0
50629,303444,34,756,9.4,0
71945,285051,34,787,8.1,0
66239,181718,28,727,2.3,0
32437,186299,65,701,17.4,0
75723,191320,32,731,10.0,0
83647,213682,39,739,12.9,0
97320,237851,25,817,1.0,0
83510,205435,38,642,8.2,0
77656,191120,44,752,7.8,0
56025,243730,30,739,6.6,0
53941,133742,48,776,5.0,0
92025,148878,39,760,10.0,0
98808,194278,48,696,20.9,0
88954,325924,45,752,11.7,0
49428,345334,40,668,1.5,0
79022,133008,51,707,8.0,0
37804,134201,21,735,8.6,0
102245,202863,35,677,6.5,0
39199,227162,39,653,3.2,0
51289,143063,49,767,4.5,0
106241,77634,65,733,3.3,0
83181,154320,39,651,7.5,0
51298,142220,46,675,6.0,0
71379,171468,45,597,14.8,0
121189,177263,23,768,0.0,0
65599,141725,23,835,6.1,0
65043,130362,21,663,1.2,0
39478,104265,47,717,5.8,1
66920,185663,29,686,9.0,0
69629,142768,30,737,0.0,0
92954,291583,42,743,4.0,0
65146,86671,65,727,3.9,1
78632,155786,43,727,6.5,0
85966,202876,38,713,15.4,0
87862,299741,37,755,0.0,0
66827,282586,39,683,9.6,0
64664,20000,34,615,13.2,0
81955,130420,21,708,2.2,0
90920,173268,35,632,7.0,0
95155,180970,32,746,9.3,0
58843,273492,38,765,5.8,0
55794,113153,21,725,3.1,0
110014,67753,46,780,7.4,0
85673,118557,39,672,9.7,0
53948,253910,34,651,3.7,0
99194,206509,31,759,4.5,0
15000,164826,32,662,12.4,1
71050,98886,48,735,10.5,0
53490,142672,31,718,10.6,0
49144,189166,52,741,4.8,0
99391,66610,34,783,9.3,0
81990,173520,49,659,2.5,0
55822,194860,26,743,3.8,0
128189,286591,39,706,15.7,0
60181,362726,50,663,14.6,0
76074,94682,48,747,13.9,0
50472,166704,36,705,11.3,0
135362,93122,37,723,4.3,0
53635,21272,31,744,4.0,0
47133,284659,30,780,9.1,0
70889,210312,38,778,16.5,0
113559,177558,24,672,2.9,0
36681,179264,42,767,4.4,0
46529,227013,49,768,9.3,0
86090,211711,21,669,11.6,0
36350,242895,36,786,7.8,0
102043,206180,21,693,8.9,0
58643,133383,53,671,3.3,1
70231,22921,44,778,1.5,0
53804,169146,44,745,9.2,0
55882,102553,25,683,8.7,0
55547,200535,27,768,10.8,0
89074,113470,46,722,3.4,0
97182,117851,50,760,3.7,0
106787,148102,32,692,3.2,0
72505,23057,34,741,2.4,0
61519,83340,21,691,9.6,0
56194,254904,29,763,11.4,0
32373,208272,54,695,1.6,0
27056,220770,59,771,1.4,0
66407,218964,29,729,5.7,0
65779,347220,25,661,3.3,1
62073,246896,21,706,4.7,0
73713,85792,29,768,6.5,0
127173,236420,39,713,17.7,0
70623,37572,27,726,10.7,0
90026,292691,37,766,3.5,0
70124,348048,23,635,8.0,1
54440,264513,44,798,8.5,0
56110,185693,51,781,17.7,0
59862,240341,38,687,4.2,0
118346,136832,45,642,7.1,0
63644,265742,48,677,11.0,0
108247,165891,36,604,12.9,0
61457,199333,51,689,6.8,0
71481,73457,21,717,6.5,0
64147,90090,42,759,5.8,0
55172,20000,40,646,2.6,1
66562,173818,53,713,3.7,0
66567,252752,26,704,10.1,0
88028,154119,55,706,0.6,0
26896,206763,32,679,16.1,0
128652,214218,40,643,8.2,0
90424,296819,27,715,4.1,0
